,movieId,title,genres,tmdbId,overview,popularity,original_title,vote_average,vote_count,tagline,budget,reviews,Crew_Cast,keywords
10,11,"American President, The (1995)",Comedy|Drama|Romance,9087.0,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.",12.742,The American President,6.6,404,Why can't the most powerful man in the world have the one thing he wants most?,62000000,,"Rob_Reiner,Michael_Douglas,Annette_Bening,Michael_J._Fox,Martin_Sheen,Anna_Deavere_Smith,Shawna_Waldron,Samantha_Mathis,David_Paymer,Richard_Dreyfuss,Nina_Siemaszko,Wendie_Malick,Beau_Billingslea,Gail_Strickland,Joshua_Malina,Clement_von_Franckenstein,John_Mahoney,John_Mahon,Gabriel_Jarret","the_white_house,u.s._president,new_love,widower,wildlife_conservation"
11,12,Dracula: Dead and Loving It (1995),Comedy|Horror,12110.0,"When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Professor Van Helsing, who may be the only one able to vanquish the Count.",11.346,Dracula: Dead and Loving It,5.9,542,,0,"Most probably my least favourite film, both of Mel Brooks (though I haven't seen 'Life Stinks' yet) and of Leslie Nielsen (though I refuse to watch any other of the post-'Airplane' and 'Naked Gun' knockoffs he's made over the years since), but it still doesn't deserve all the hate. It's STILL at least 50,000 times funnier than Lena Dunham's 'Tiny Furniture' (or about 70% of the so-called contemporary American comedies made these days).","Mel_Brooks,Leslie_Nielsen,Mel_Brooks,Amy_Yasbeck,Peter_MacNicol,Lysette_Anthony,Harvey_Korman,Steven_Weber,Mark_Blankfield,Megan_Cavanagh,Gregg_Binkley,Anne_Bancroft,Clive_Revill,Chuck_McCann,Avery_Schreiber,Cherie_Franklin,Ezio_Greggio,Leslie_Sachs,Rudy_De_Luca,Darla_Haun,Karen_Roe,Charlie_Callas,Maud_Winchester,Kathleen_Kane","vampire,spoof,old_monster_movies,dracula"
12,13,Balto (1995),Adventure|Animation|Children,21032.0,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.",15.712,Balto,7.2,1347,Part Dog. Part Wolf. All Hero.,0,,"Simon_Wells,Kevin_Bacon,Bob_Hoskins,Bridget_Fonda,Jim_Cummings,Phil_Collins,Juliette_Brewer,Jack_Angel,Danny_Mann,Robbie_Rist,Sandra_Dickinson,Frank_Welker,Miriam_Margolyes,Lola_Bates-Campbell","wolf,pet,dog-sledding_race,alaska,dog,goose,bear_attack,dog_sled"
13,14,Nixon (1995),Drama,10858.0,An epic look at President Richard M. Nixon—a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within—spanning his troubled boyhood in California to the shocking Watergate scandal that would end his Presidency.,9.357,Nixon,6.9,177,"Triumphant in Victory, Bitter in Defeat. He Changed the World, But Lost a Nation.",44000000,,"Oliver_Stone,Anthony_Hopkins,Joan_Allen,Powers_Boothe,Ed_Harris,Bob_Hoskins,E.G._Marshall,David_Paymer,David_Hyde_Pierce,Paul_Sorvino,Mary_Steenburgen,J.T._Walsh,James_Woods,Brian_Bedford,Kevin_Dunn,Fyvush_Finkel,Annabeth_Gish,Tony_Goldwyn,Larry_Hagman,Edward_Herrmann,Madeline_Kahn,Dan_Hedaya,Tony_Lo_Bianco,Tony_Plana,Saul_Rubinek,Robert_Beltran,John_Cunningham,John_Diehl,John_C._McGinley,Michael_Chiklis,David_Barry_Gray,Joanna_Going,George_Plimpton,Corey_Carrier,John_Bedford_Lloyd,James_Pickens_Jr.,Bridgette_Wilson,Ric_Young,Tom_Bower,Wilson_Cruz,Michelle_Krusiec,Bai_Ling,Marley_Shelton,James_Karen,Boris_Sichkin,Jon_Tenney,Sam_Waterston","washington_d.c.,u.s._president,1970s,presidential_election,watergate_scandal,biography,government,historical_figure,richard_nixon,1960s,j_edgar_hoover"
14,15,Cutthroat Island (1995),Action|Adventure|Romance,1408.0,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.",9.755,Cutthroat Island,5.8,300,The Course Has Been Set. There Is No Turning Back. Prepare Your Weapons. Summon Your Courage. Discover the Adventure of a Lifetime!,98000000,"Not as bad as it's notoriously condemned as being, but still clearly shows that both leads and the director were ill-advised (you know very well that if you were getting Harlin at that point in time, you were getting Davis--that's exactly why she probably married him). She brings her A-game and definitely tries her best but this just isn't her thing, and Modine's clearly not blockbuster star material for action films. A few of Harlin's set-pieces worked particularly well, but he pandered too much for his wife. That can work if you're, say, the Rossellinis and you're filming a drama set in Italy, but it's not working here, though I'll adore Davis to my dying day. I will add that this is my 13 year-old son's favourite films. Very curious if they would have made sequels had it not bombed--the ending sure was open-ended enough to give off that impression.

This is one film that if you just sit back and enjoy the ride will offer you a guilty pleasure. Definitely worth a watch if you enjoy popcorn films or have children. Not as enjoyable as the first two 'Pirates of the Caribbean' releases, but better than their subsequent sequels.,***Fun pirate flick tries too hard to be heroic and panders to youngsters***  

In 1668 a female pirate captain (Geena Davis) purchases an educated slave (Matthew Modine) to read a treasure map written in Latin and help her & crew find the priceless lucre on Cutthroat Island. Frank Langella plays her villainous uncle who’s also chasing the hidden loot. 

“Cutthroat Island” (1995) is a pirate adventure in the spirit of “Raiders of the Lost Ark” (1981); it even has a cute monkey as a side character. It’s a fun adventure with several worthwhile scenes (you can check all the pirate staple boxes) and magnificent locations, but it doesn’t have the movie magic of “Raiders.”

For one thing, it tries too hard to be larger-than-life valiant and thus goes over-the-top with the action scenes, like the escape from Port Royal where there’s a sequence of like seven explosions amidst other ridiculous goings-on. This isn’t helped by the blaring score that overdoes the heroic bit to the point of nausea. In other words, the movie annoyingly panders to children and lacks the confidence for a more adult-oriented, reality-based tone.  If you want to see a rousing historical adventure like this done right, check out “The Musketeer” (2001). 

The cast is effective with Langella shining as the nefarious pirate rival while Modine is surprisingly good as a rogue turned hero. People complain about Geena’s performance, saying she was over her head and unconvincing, but she was the director’s wife and happily rose to the challenge, for the most part. Besides, who else could’ve pulled off the role better in 1994 when the film was shot? Julia Roberts and Sandra Bullock are the only two that come to mind. Demi Moore might’ve worked, but she lacked the other three’s beaming smile, especially Geena’s big grin. 

But Geena & Modine needed a better script that made their characters more interesting. As it is, they’re just okay. And, despite my criticisms concerning the unbelievable and juvenile-focused heroics, the movie’s more realistic than any of the “Pirates of the Caribbean” flicks, probably because there’s no magical nonsense.  

The film runs 2 hour, 3 minutes and was shot in Fort Ricasoli, Kalkara, Malta (Port Royal); Thailand (the island footage); and England (studio). Speaking of Thailand, anyone who knows anything about geography KNOWS the flick wasn’t shot in the Caribbean, but rather Thailand.  

GRADE: C,I was born poor, I had no choice but to become a thief and a liar.

Cutthroat Island is directed by Renny Harlin and written by Robert King and Marc Norman. It stars Geena Davis, Matthew Modine, Frank Langella, Maury Chaykin, Patrick Malahide, Stan Shaw and Rex Linn. Music is scored by John Debney and cinematography by Peter Levy.

A film of many flaws, with a reputation akin to it being the devil of big budget failures, it is, however, a wonderful piece of piratical entertainment - that is if you are prepared to see past the monetary excess. Famously cited as the film that bankrupted Caroloco Pictures, the truth is that Carolco was going under anyway, the studio had filed for bankruptcy before Cutthroat Island had even been released, the box office performance was irrelevant, it wouldn't have made a bit of difference. And while no amount of hard sell marketing could have gotten the film to make back the $98 million spent making it, it received no support from distributor MGM who were in the process of being sold, so finances for marketing were not available.

Harlin's movie has all the pirate movie ingredients crammed in to the plot, yet it is a standard plot that sees Davis as female pirate Morgan Adams who leads her charges on a quest to find the ultimate treasure hoard. Problem here is that the map is in three parts, each part held by separate people, one of which is Morgan's vicious Uncle Dawg (Langella). The hunt and race is on, and Harlin doesn't pause for breath, he's a kid in a sweet shop armed with wads of cash, but the money, as gargantuan as it is, is right there up on the screen - well except for the hiring of better actors that is... Two magnificent ships were built for the production and they ""are"" magnificent, the costumes, the sets, pyrotechnics, exotic locations (Malta and Thailand standing in for 1668 Jamaica), stunning sound editing and visual thrills, all high on value and all cloaked by a tremendously robust score from Debney.

Action junkies are well served, with wild horse drawn carriage chases, sword fights aplenty, ships in side by side explosive battle, mucho perilous situations, bodies falling from heights or thrown in the sea, and we even get a comic relief simian! Who, as it turns out, is one of the best actors on show! It's hard to believe that a pirate action film such as this would not be better appreciated had it been released in the following decade, and I say that not just because of the success of the Pirates of the Caribbean franchise, but more so that the blunderbuss popcorn movie has had greater support these days. There's a good portion of the movie loving faithful who just want to be entertained, where rapid thrills are a requisite, not well drawn characterisations and thespian class. Judged on those terms then Cutthroat Island is a winner for sure.

Main problems are the clunky script and the three pronged miscast errors in the lead roles. Davis (erm, wife of Harlin) is full of guts, really attacking the material with gusto, but she never convinces, it always feels like a caricature and she's uncomfortable delivering key lines. She would prove herself a fine action actress a year later with The Long Kiss Goodnight (also with Harlin directing), but she's woefully out of place here. With Davis demanding more and more screen time for her character, the role of Shaw began to thin out, which was too much to bear for Michael Douglas who bowed out late in the day. In came Matthew Modine, zero chemistry with Davis, a bland acting style and as far removed from the period setting as you could get. Langella just isn't menacing as the main villain of the piece, a very good actor in the right role, but not here and some of his attempts at nastiness feel like panto season has started early.

So problems for sure, but wade through some of the misconceptions and poisonous press and you will find a film desperately aiming to please you, and with that there is much on offer for the pirate movie fan to savour. 7/10","Renny_Harlin,Geena_Davis,Matthew_Modine,Frank_Langella,Maury_Chaykin,Patrick_Malahide,Stan_Shaw,Rex_Linn,Paul_Dillon,Christopher_Masterson,Jimmie_F._Skaggs,Harris_Yulin,Carl_Chase,Peter_Geeves,Angus_Wright,Ken_Bones,Mary_Peach,Thomas_Lockyer,Roger_Booth,George_Murcell,Simon_Atherton,Dickey_Beer,Christopher_Halliday,Chris_Johnston,Richard_Leaf,Tam_White,Rupert_Vansittart,Nick_Bartlett,David_Bailie,Kwame_Kwei-Armah,Ramon_Tikaram,Christopher_Adamson","exotic_island,treasure,map,ship,scalp,pirate"
15,16,Casino (1995),Crime|Drama,524.0,"In early-1970s Las Vegas, low-level mobster Sam ""Ace"" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro, his ex-hustler wife Ginger, her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger.",18.336,Casino,8.0,3326,No one stays at the top forever.,52000000,"Sharon Stone and Robert De Niro were amazing! Robert De Niro is my favorite actor! How he was talking about <a href=""http://www.arrabitah.org/"">pokerstar bonus code</a> and smile at that moment! He was perfect. Now, it is one of my favorite movies. You have to see it!
You will not regret it. I promise","Martin_Scorsese,Robert_De_Niro,Sharon_Stone,Joe_Pesci,James_Woods,Don_Rickles,Alan_King,Kevin_Pollak,Pasquale_Cajano,L.Q._Jones,Dick_Smothers,Frank_Vincent,Oscar_Goodman,Richard_Riehle,Catherine_Scorsese,Vinny_Vella,Nobu_Matsuhisa,Erika_von_Tagen,Nick_Mazzola,David_Rose,John_Bloom,Joseph_Rigano,Philip_Suriano,Melissa_Prophet,Bill_Allison,Joe_La_Due,Joseph_P._Reidy,Craig_Vincent,Carl_Ciarfalio,Gene_Ruffini,Dominick_Grieco,Clem_Caserta,Daniel_P._Conte,Joey_DePinto,Jack_Orend,Paul_Herman,Jed_Mills,Claudia_Haro,Ffolliott_Le_Coque,John_Manca,Ronald_Maccone,Joseph_Bono,Frank_Adonis,Anthony_Russell,Stuart_Nisbet,Alfred_Nittoli,C.C._Carr,Peter_Conti,Steve_Vignari,Frankie_J._Allison,Steve_Schirripa","poker,casino,drug_abuse,1970s,overdose,mafia,las_vegas,illegal_prostitution,1980s"
16,17,Sense and Sensibility (1995),Drama|Romance,4584.0,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.",11.374,Sense and Sensibility,7.4,973,Lose your heart and come to your senses.,16000000,,"Ang_Lee,Emma_Thompson,Alan_Rickman,Kate_Winslet,Hugh_Grant,Imogen_Stubbs,Greg_Wise,Gemma_Jones,Harriet_Walter,James_Fleet,Hugh_Laurie,Imelda_Staunton,Robert_Hardy,Elizabeth_Spriggs,Tom_Wilkinson,Emilie_François,Oliver_Ford_Davies,Richard_Lumsden,Ian_Brimble,Isabelle_Amyes,Lone_Madsen,Eleanor_McCready","bowling,based_on_novel_or_book,servant,country_life,inheritance,rural_area,military_officer,period_drama,rainstorm,horse_and_carriage,decorum,19th_century,devon"
17,18,Four Rooms (1995),Comedy,5.0,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,11.595,Four Rooms,5.9,1661,"Twelve outrageous guests. Four scandalous requests. And one lone bellhop, in his first day on the job, who's in for the wildest New year's Eve of his life.",4000000,,"Allison_Anders,Alexandre_Rockwell,Robert_Rodriguez,Quentin_Tarantino,Tim_Roth,Jennifer_Beals,Antonio_Banderas,Valeria_Golino,David_Proval,Sammi_Davis,Amanda_de_Cadenet,Madonna,Ione_Skye,Lili_Taylor,Alicia_Witt,Tamlyn_Tomita,Lana_McKissack,Danny_Verduzco,Patricia_Vonne,Salma_Hayek,Quentin_Tarantino,Paul_Calderon,Bruce_Willis,Marisa_Tomei,Lawrence_Bender,Kathy_Griffin,Kimberly_Blair,Marc_Lawrence","hotel,new_year's_eve,witch,bet,hotel_room,sperm,anthology,los_angeles,_california,hoodlum,woman_director"
18,19,Ace Ventura: When Nature Calls (1995),Comedy,9273.0,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",16.846,Ace Ventura: When Nature Calls,6.3,2662,New animals. New adventures. Same hair.,30000000,,"Steve_Oedekerk,Jim_Carrey,Ian_McNeice,Simon_Callow,Maynard_Eziashi,Bob_Gunton,Sophie_Okonedo,Tommy_Davidson,Adewale_Akinnuoye-Agbaje,Danny_Daniels,Sam_Motoana_Phillips,Damon_Standifer,Andrew_Steel,Bruce_Spence,Tom_Grunke,Arsenio_'Sonny'_Trinidad,Kristin_Norton,Michael_Reid_MacKay,Kayla_Allen,Ken_Kirzinger,Dev_Kennedy,Patti_Tippo,Sabrinah_Christie,Warren_Sroka,Patrick_Michael_Strange,Leif_Tilden","africa,indigenous,human_animal_relationship,bat"
19,20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,11517.0,"When a vengeful New York transit cop decides to steal a trainload of subway fares, his foster brother—a fellow cop—tries to protect him.",12.797,Money Train,5.7,460,"Get on, or GET OUT THE WAY!",68000000,,"Joseph_Ruben,Wesley_Snipes,Woody_Harrelson,Jennifer_Lopez,Robert_Blake,Chris_Cooper,Joe_Grifasi,Scott_Sowers,Skipp_Sudduth,Aida_Turturro,Vincent_Pastore,Enrico_Colantoni,Bill_Nunn,Katie_Gill,Jeremy_Roberts,Joe_Bacino","new_york_city,sibling_relationship,subway,new_york_subway,train_robbery"
20,21,Get Shorty (1995),Comedy|Crime|Thriller,8012.0,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",12.457,Get Shorty,6.5,587,"The mob is tough, but it’s nothing like show business.",30250000,,"Barry_Sonnenfeld,John_Travolta,Gene_Hackman,Rene_Russo,Danny_DeVito,Dennis_Farina,Delroy_Lindo,James_Gandolfini,Jon_Gries,Renee_Props,David_Paymer,Martin_Ferrero,Miguel_Sandoval,Jacob_Vargas,Bobby_Slayton,Linda_Hart,Jeffrey_J._Stephen,Rebeca_Arthur,Donna_W._Scott,Ron_Karabatsos,John_Cothran,_Jr.,Jack_Conley,Bernard_Hocke,Harvey_Keitel","gambling,miami,_florida,based_on_novel_or_book,gangster,job,murder,travel,mafia,money,debt,mobster,business,hollywood,violence,drugs,producer,con"
21,22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,1710.0,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,8.688,Copycat,6.5,518,"One man is copying the most notorious killers in history one at a time. Together, two women must stop him from killing again. Or they’re next.",0,,"Jon_Amiel,Sigourney_Weaver,Holly_Hunter,Will_Patton,William_McNamara,Harry_Connick_Jr.,J.E._Freeman,Dermot_Mulroney,John_Rothman,Shannon_O'Hurley,Bob_Greene,Tony_Haney,Danny_Kovacs,Tahmus_Rounds,Scott_Devenney,David_Michael_Silverman,Diane_Amos,Kelly_De_Martino","police_brutality,psychology,police_operation,police_protection,serial_killer,psychologist,cowardliness"
22,23,Assassins (1995),Action|Crime|Thriller,9691.0,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",15.663,Assassins,6.3,888,"In the shadows of life, In the business of death, One man found a reason to live...",50000000,"Check Mate?

Sly Stallone stars as an ageing assassin who gets embroiled in a cat and mouse game with a younger assassin who wants to be number one of the trade. Teaming up with a computer hacker, Stallone battles not only his pursuer but also an event from his past that troubles him so.

With Antonio Banderas and Julianne Moore in starry support, Richard Donner in the director's chair and the Wachowski brothers on writing duties, Assassins held the promise of a top line actioner. Sadly that promise is not met.

There's clear signs of the makers trying to make something more deep and cerebral, what ultimately transpires is a overly complicated - and way over long - picture. Punctured with great action scenes, none more so than an outrageous taxi ride that John Woo would be proud of, it's in the middle section where pic drags itself into needless slumber. By this mid-point, one has had enough of Banderas, who comes off more like a deranged excitable kid than someone to be feared. Donner really falters there, but conversely he gets an interestingly engaging tune out of Stallone. Moore is very good, and gets some good dialogue to spout, which is a rarity, though, since much of the chatter is mumbled or said in such agitated or broody manner that the sound mix strains for aural clarification.

It's not a stinker, and in its own way it's a diverting time waster, but too many holes and too many poor production desicions leave it knocking at the averageville door. 5/10,A not great movie, but one that it's hard to pinpoint exact ways in which it could easily have been improved. A Stallone/Banderas as cat and mouse assassins sounds promising, but in reality this technoir thriller is... Actually kind of boring. Seems like it needs a ground-up re-working to get a story up to the concept of that team, which sounds exhausting.

_Final rating:★★ - Had some things that appeal to me, but a poor finished product._","Richard_Donner,Sylvester_Stallone,Antonio_Banderas,Julianne_Moore,Anatoli_Davydov,Muse_Watson,Steve_Kahan,Kelly_Rowan,Reed_Diamond,Kai_Wulff,Kerry_Skalsky,James_Douglas_Haskins,Stephen_Liska,John_Harms,Edward_J._Rosen,Christina_Orchid,Bruce_R._Orchid,James_Oliver,Sue_Carolyn_Wise,Ron_Ben_Jarrett,Marian_Collier,Dave_Young,Ragna_Sigrun,Mark_Woodford,Anibal_O._Lleras,Marta_Labatut,Choco_Orta,Ivonne_Piazza,Ángel_Vázquez,Axel_Anderson,David_Dollase,Jim_Graham,Wally_Dalton,Paul_Tuerpe,John_Procaccino,Nerissa_E._Williams,Juan_Manuel_Lebrón,Eddie_Bellaflores,Thomas_Helgeland,James_W._Gavin,Scott_Stuber,Richard_Blum,Michael_DeCourcey,Whitey_Shapiro,Stefan_Enriquez,Fulvio_Cecere,Shirley_Oliver,Eric_Sather,Wally_Gudgell,J._Mills_Goodloe,Peter_Sebastian_Lackaff,John_Lamar,Ernie_Hall,Calli_Medved,Robert_Sanders,Rhonda_J._Osborne,Christina_Herrera,Cary_Sanchez,Frank_R._Jimenez_Jr.,Jeff_King,David_""Shark""_Fralick,Bob_Minor","competition,assassination,cia,bank,cat,mexican_standoff,seattle,hitman,mission_of_murder,hidden_camera,rivalry,rescue,shootout,police_chase,sniper_rifle,detroit,silencer,double_cross,caribbean_sea"
23,24,Powder (1995),Drama|Sci-Fi,12665.0,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.",12.382,Powder,6.3,284,An extraordinary encounter with another human being.,0,"""Can't imagine there's meanness; can't imagine one lie""  

""Powder"" was the first of two films that came out in 1995-1996 dealing with a gifted individual who is super-smart and has paranormal powers; the second was ""Phenomenon"" with John Travolta. ""Powder"" is the superior. While ""Phenomenon"" is good, ""Powder"" reaches for greatness and, in some ways, achieves it, even while it’s marred by a few dubious moments.

Sean Patrick Flanery plays a hairless albino teen in East Texas, nicknamed Powder, who's discovered living in a basement after his grandfather's sudden death. As a ward of the state, he is placed in a boy's school where his uniqueness stirs up trouble.

For a film like this to work you have to buy into the character, and this is one of the movie's strengths. Flanery reveals his acting expertise in his convincing portrayal of the shy, gifted teen. Flannery's Powder stands strong with the greatest misfits in cinema, like Nimoy's Spock and Hank's Forrest Gump.

Actually, the acting is good across the board: Lance Henriksen as the hardened-but-open sheriff, Mary Steenburgen as a psychologist who grows to really Powder in a motherly way, Jeff Goldblum as a fervent science teacher who's astonished, Bradford Tatum as Powder's main enemy at school, Brandon Smith as a redneck deputy who instinctively hates him, but actually fears him, and the beautiful redhead Missy Crider, Powder's fellow student and potential love interest.

Roger Ebert dissed the film for a number of reasons, one being Powder's enemy's don't learn from him. On the contrary, one enemy makes a 180 after being enlightened, but ultimately reverts back to his former base mentality. This happens all the time in real life. On another occasion Powder does something miraculous and you can clearly see the change on his enemy's face, the realization & acceptance. Whether this will prove to be a lasting change or temporary, isn’t revealed.

Ebert also complained that Powder's electrical tricks upstage his emotional insights. Really? I think it's the reverse. While the electrical tricks are there to maintain the attention of those with ADHD, it's the film's potent insights that stay with the viewer. Don't get me wrong, I enjoy the electrical tricks, but they're way too overdone to be realistic. At the same time, I understand why the writer/director (Victor Salva) included them: this is a MOVIE, not real life; it's meant to transfer ideas AND entertain, and it does both pretty effectively.

Ebert also griped that the ending is unsatisfying the more you think about it. Actually, the ending makes a powerful statement and is reminiscent of the spectacular translations of Elijah and Enoch in the Bible. Let's just say Powder was too good, too spiritual, for the simpleminded and mundane.

I'm not saying the film doesn't have flaws or roll-your-eyes moments, but they can be overlooked in view of the big picture and the film's successes.

As for the paranormal phenomena featured in the story, like psychokinesis, telepathy, extraordinary empathy and what the Bible calls ""the word of knowledge,” although some of these are exaggerated in the film I have a secret:

They're real.

=========================

The film was shot in SE Texas and runs 111 minutes.

GRADE: A-","Victor_Salva,Mary_Steenburgen,Sean_Patrick_Flanery,Lance_Henriksen,Jeff_Goldblum,Brandon_Smith,Bradford_Tatum,Susan_Tyrrell,Missy_Crider,Ray_Wise,Esteban_Powell","shot_to_death,teenage_boy,held_at_gunpoint,teacher_student_relationship,albino,fainting,christ_allegory,psionic_power,healing_power,flickering_light,extrasensory_perception,pale"
24,25,Leaving Las Vegas (1995),Drama|Romance,451.0,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",13.033,Leaving Las Vegas,7.2,757,I Love You... The Way You Are.,3600000,,"Mike_Figgis,Nicolas_Cage,Elisabeth_Shue,Julian_Sands,Richard_Lewis,Steven_Weber,Kim_Adams,Emily_Procter,Stuart_Reynolds_,Valeria_Golino,Graham_Beckel,Albert_Henderson,Shashi_Bhatia,Carey_Lowell,Anne_Lange,Thomas_Kopache,Vincent_Ward,Lucinda_Jenney,French_Stewart,Ed_Lauter,Waldemar_Kalinowski,Mike_Figgis,David_Kriegel,Bill_Thompson,Marek_Stabrowski,R._Lee_Ermey,Mariska_Hargitay,Danny_Huston,Laurie_Metcalf,David_Brisbin,Shawnee_Smith,Paul_Quinn,Julian_Lennon,Tracy_Thorne,Bob_Rafelson,Susan_Barnes,Marc_Coppola,Michael_A._Goorjian,Jeremy_Jordan,Davidlee_Willson,Xander_Berkeley,Sergio_Premoli,Gordon_Michaels,Louis_Allen_Rawls","individual,prostitute,alcohol,casino,love_at_first_sight,lovesickness,movie_business,screenwriter,hotel_room,dying_and_death,rage_and_hate,unsociability,alcoholism,los_angeles,_california,las_vegas,alcohol_abuse"
25,26,Othello (1995),Drama,16420.0,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,6.654,Othello,6.6,84,"Envy, greed, jealousy and love.",0,,"Oliver_Parker,Laurence_Fishburne,Irène_Jacob,Kenneth_Branagh,Nathaniel_Parker,Michael_Maloney,Anna_Patrick,Nicholas_Farrell,Indra_Ové,Michael_Sheen","jealousy,friends,moor"
26,27,Now and Then (1995),Children|Drama,9263.0,"Waxing nostalgic about the bittersweet passage from childhood to puberty in this tender coming-of-age tale, four childhood girlfriends -- Teeny, Chrissy, Samantha and Roberta -- recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.",9.418,Now and Then,6.7,241,In every woman there is the girl she left behind.,12000000,,"Lesli_Linka_Glatter,Christina_Ricci,Thora_Birch,Gaby_Hoffmann,Rosie_O'Donnell,Melanie_Griffith,Demi_Moore,Rita_Wilson,Cloris_Leachman,Janeane_Garofalo,Hank_Azaria,Devon_Sawa,Bonnie_Hunt,Lolita_Davidovich,Brendan_Fraser,Rumer_Willis,Ashleigh_Aston_Moore,Walter_Sparrow","1970s,female_friendship,coming_of_age,gynecologist,photocopier,truth_or_dare,woman_director"
27,28,Persuasion (1995),Drama|Romance,17015.0,"This film adaptation of Jane Austen's last novel follows Anne Elliot, the daughter of a financially troubled aristocratic family, who is persuaded to break her engagement to Frederick Wentworth, a young sea captain of meager means. Years later, money troubles force Anne's father to rent out the family estate to Admiral Croft, and Anne is again thrown into company with Frederick -- who is now rich, successful and perhaps still in love with Anne.",7.613,Persuasion,7.4,69,,0,,"Roger_Michell,Amanda_Root,Ciarán_Hinds,Susan_Fleetwood,Fiona_Shaw,John_Woodvine,Phoebe_Nicholls,Samuel_West,Sophie_Thompson,Judy_Cornwell,Simon_Russell_Beale,Felicity_Dean,Roger_Hammond,Victoria_Hamilton,Emma_Roberts,Robert_Glenister,Richard_McCabe,Helen_Schlesinger,Jane_Wood,David_Collings,Darlene_Johnson,Cinnamon_Faye,Isaac_Maxwell-Hunt,Roger_Llewellyn,Sally_George,Lonnie_James,Corin_Redgrave","captain,napoleonic_wars,old_flame,admiral"
